,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10,patient11,patient12,patient13,patient14,patient15,patient16,patient17,patient18,patient19,patient20,patient21,patient22,patient23,patient24,patient25,patient26,patient27,patient28,patient29,patient30,patient31,patient32,patient33,patient34,patient35,patient36,patient37,patient38,patient39,patient40,patient41,patient42,patient43,patient44,patient45,patient46,patient47,patient48,date
10,-0.03874362853017062,0.38335213792558775,-0.03504738791475914,-0.0812039450860198,-0.07180802471874718,-0.07657110796349922,-0.2623903853256608,0.1147797134710604,0.0026320973116946006,0.026900167311769724,0.16650557509416875,0.09019249391233383,-0.08475087269582687,-0.052423439095331856,-0.5235350438026825,-0.17846728551445334,-0.008314810809462794,0.006720636120215409,-0.2108891553663196,-0.01719048112989513,0.038557598195114146,-0.055187945451661044,0.014456737243194455,-0.11711770285288609,-0.12508107466093699,0.14914395870745933,0.001432197062370872,1.1093281102419525,-0.11180635228613256,-0.04803532693620309,0.18588239656925357,0.43016211066158416,-0.09591759698319291,-0.02212343261966273,0.03361764820980122,0.016397594956972683,-0.20635128648807266,-0.08519283512822043,-0.35139581685985294,-0.056705311812943984,-0.3694185518985704,0.05042496750226445,-0.24003446463204758,-0.09484740875131681,-0.14887188151535405,-0.11563349006479967,0.07112980399638416,0.014706119524438191,11
11,-0.03901844257941587,0.37928101411228243,-0.031584453635204304,-0.08229056518318442,-0.05379561594641923,-0.08464544952731567,-0.253004708867873,0.11025932841699529,0.004225601446294566,0.018752682420902715,0.16828396128602569,0.07096146320842395,-0.08093082760786555,-0.057384168207961564,-0.53046570896465,-0.18565273159212906,-0.014716620585579501,0.01932787449152336,-0.20557945884922124,-0.02106233115926387,0.03232015116871085,-0.07214210447170433,0.01636665316319469,-0.11632724885026527,-0.12243253692616979,0.1687284862558652,0.005753841022677751,0.8444688410919479,-0.11148228701303747,-0.04104065235681367,0.20004322054321988,0.4276170083102562,-0.09145379732029743,-0.009859829179024115,0.03294920044066842,0.01827457236921104,-0.2078255723817819,-0.07817676546544666,-0.34984713557298963,-0.04510139649615738,-0.36241913554008276,0.04440173593400046,-0.24253475274502978,-0.09484229734405042,-0.14894499467561317,-0.11731918049540638,0.02259364373296746,0.012512325526572221,12
12,-0.04154644590074771,0.368947572591366,-0.0255023895584276,-0.08253212707091337,-0.0348313409994698,-0.08755345568717082,-0.23846956328986024,0.10084187560080968,0.003607988586251415,0.013390631507128152,0.17138737983215396,0.05110218414377396,-0.07278391739205864,-0.06097284995852681,-0.5412743888761935,-0.19134562850437842,-0.019085806510754682,0.007872079301757033,-0.19920561466383505,-0.025446361847292265,0.02361403913159949,-0.09051939321757896,0.01626711261015737,-0.11549814858227894,-0.12207383161542634,0.16765076957605352,0.00939179769450392,0.5692790877779299,-0.11031928112414112,-0.03148689865881857,0.2095593196499008,0.4190621135978786,-0.08678925559194745,4.17869566943993e-05,0.03397103779882134,0.019514166383004322,-0.2061308831015243,-0.07084848372294693,-0.34835396061144835,-0.042196244895434304,-0.34732714035936196,0.03862584282420109,-0.24364896580808793,-0.09790511149117509,-0.14838633771380377,-0.12715291571261544,-0.016961151985696754,0.01050712275348141,13
13,-0.04468331215313611,0.35997763257506676,-0.01743123980292737,-0.07975964752644468,-0.01796673603732447,-0.08480219923311716,-0.21961263679705362,0.08672496921774239,0.0004265183682880813,0.01315272926699445,0.1750705419124995,0.032921759014341884,-0.06272597163640266,-0.05910166692930005,-0.5508244226275749,-0.19324584794952257,-0.023466285380948502,-0.02972015358010323,-0.19397718352392407,-0.029700017843212356,0.013855782020676163,-0.11235737335463895,0.015165484437950474,-0.11435458225454989,-0.12298585522707084,0.1471081828554752,0.009650904772336884,0.32755484655185874,-0.1079480622205449,-0.02230990966086832,0.22160735325383774,0.4074064293515557,-0.08246657098537902,0.005040479667046717,0.036163173982391814,0.020256130550482532,-0.20007190954537374,-0.06288820850853073,-0.3469789641440537,-0.04694735550867622,-0.33044574790410786,0.03444470061963443,-0.2429457807115022,-0.10038853855251506,-0.14667041730591382,-0.14066226521517705,-0.049006605903751055,0.009555811079693308,14
14,-0.046063402980030914,0.3555175844955911,-0.009270639645400237,-0.07643306557849797,-0.008130396274447522,-0.07788005820927986,-0.19743266013750033,0.0706883783623478,-0.0032428625128845118,0.01750919404479713,0.1783711551801575,0.013703674819947026,-0.05582662774890913,-0.05314912381305564,-0.5561114355921882,-0.19280767261572307,-0.02982274783140033,-0.08404156106691146,-0.19120960984703697,-0.03457242049414441,0.004961668272577906,-0.1352596375220832,0.013453259828406346,-0.11408723384497388,-0.12479160823295976,0.11739945030031249,0.005027720026789469,0.15024584600597746,-0.10589864087104442,-0.015153063656323448,0.2398459593640286,0.39284383446559196,-0.0815346132687241,0.004395228374782907,0.04092837318869609,0.019058509820688324,-0.19095074336511503,-0.05447990244099324,-0.3451528168789744,-0.0517915325621867,-0.31739385543227006,0.03311884477902762,-0.24068813327166877,-0.09947965532466085,-0.14440265181573295,-0.15025842226484204,-0.0747910914636607,0.007945888147210974,15
15,-0.04474798785591633,0.35521322632840624,-0.002369858484033066,-0.07375627352156716,-0.005639470099441556,-0.07213225357119546,-0.1726752181534335,0.0584651372048164,-0.006640972425443162,0.02510336301980158,0.18008403153937447,-0.009109640729062674,-0.05381765957593604,-0.048911383421240975,-0.5581601799902707,-0.18892102672089117,-0.037856987848886685,-0.13125802790410634,-0.18888516795977542,-0.038673893972794054,-0.001829713379012221,-0.15413365906679272,0.011384768783789904,-0.11507341117011491,-0.12980845646690004,0.09615255913265008,-0.0010053651682962392,0.04472569731233911,-0.10392320558099895,-0.01092449295102306,0.26130773375060845,0.37723265476924,-0.08488480258300421,-0.0010250860907312573,0.049233166303469744,0.01637485176355183,-0.1814625617570133,-0.04489133732506208,-0.3425855103004025,-0.05375546949273907,-0.3143407445511611,0.033674390969626065,-0.23818696584928417,-0.09500886156630889,-0.14147147431091994,-0.15101791557142316,-0.09688330641605702,0.005996629569710709,16
16,-0.04164436460677966,0.35848730173219656,0.0011540656280043214,-0.07070570713055468,-0.008490834813047497,-0.07138634017745032,-0.1478386230693938,0.05183497263767892,-0.010130296404829472,0.03455172871706702,0.18057926931872786,-0.03371749713431721,-0.0522827915131695,-0.05035556127206424,-0.5586861885219088,-0.18460349984525717,-0.04485283343624735,-0.15273874913821142,-0.18492341887946773,-0.03996369638759867,-0.007373600360241433,-0.16619541698929108,0.009127803053881993,-0.11655416147274573,-0.13722469055779507,0.10278989916771891,-0.006279168633865351,0.0012129491326891007,-0.09999317377234256,-0.009070098685569072,0.28371752231931036,0.3636774463324921,-0.08979874344414093,-0.0076696299694877235,0.057314222424648884,0.014069011432726375,-0.1717847195605267,-0.03393747215538759,-0.3387532117174076,-0.05463948497638377,-0.32304674375528186,0.03457247710415831,-0.2377066533053891,-0.09100226729407779,-0.13911119480816578,-0.14261241214132,-0.11660139820274684,0.006665752760612997,17
17,-0.037348220261099914,0.36611815338856313,0.00033883919667041656,-0.06601466832566674,-0.014926952711860352,-0.07477560007622361,-0.12569818287791543,0.04862007216764749,-0.014569718594391962,0.04268259748706098,0.18208372594051775,-0.05869628370979102,-0.046044006102541946,-0.0561270270961922,-0.5581261867154298,-0.1858701161440132,-0.04941245465755535,-0.1497572842135088,-0.1787938665424303,-0.037743921432661476,-0.010851072202458172,-0.17414279270803087,0.006571346348417141,-0.11861392832940865,-0.1436540866905751,0.15136188151938637,-0.009891690723084622,0.0018497562754333785,-0.09378955727196778,-0.008537805757316733,0.3029757505526357,0.35085581524723713,-0.09580618745378308,-0.012625852943771658,0.06442679143547675,0.013495601281872244,-0.16196916620205487,-0.02237969302943642,-0.3338905419416383,-0.052846011127788264,-0.3388321903390721,0.033934275981046064,-0.23889915584337018,-0.09278194520895333,-0.13907677255225484,-0.1292740713211876,-0.13302094462337055,0.008159764374268172,18
18,-0.03373560858534735,0.3782871156886788,-0.004639732666407714,-0.06092713497674751,-0.023055945092872055,-0.08156914593335432,-0.10981445123965683,0.047964247294439016,-0.0185546771051286,0.046629617278377444,0.18455072926629823,-0.08295186348989808,-0.034048783047120085,-0.06273834289628444,-0.556754173754721,-0.1913010588294765,-0.05205333805543093,-0.13629603149765301,-0.170509237127416,-0.03313258127782304,-0.011453617619970262,-0.18165571079677323,0.006142929420030599,-0.1213009891285874,-0.14608413294267203,0.2446346187777465,-0.011322805208850675,0.021662074143152965,-0.0841729808753913,-0.00979355048741766,0.3148513528636311,0.3370165758439452,-0.10111351530480495,-0.014723954589856356,0.07061214672652869,0.016097173075752674,-0.15315947492042276,-0.010010538651081449,-0.32773531002128314,-0.0492663461327284,-0.3532465416748205,0.031142667598858115,-0.23943696541697806,-0.09936979201362339,-0.14200860074803417,-0.11662793320754004,-0.14352626448871086,0.007798045571495809,19
19,-0.03230573580645441,0.3931646272542254,-0.0131616106337435,-0.05917113542969149,-0.03130643469927605,-0.09011077397579242,-0.10096206976597874,0.04788177096460011,-0.018851112164117417,0.045833482840902426,0.18585819829107236,-0.10388717354839122,-0.018649033443773028,-0.0686756369682669,-0.5559082425036779,-0.19574605289618668,-0.053454275243011454,-0.12688880015755669,-0.15979072513682213,-0.028387105270878704,-0.009357399637527842,-0.18849640475511517,0.008727890540277235,-0.12314487581409604,-0.14385587053063154,0.3748849224967439,-0.01121124174539986,0.03516093451274582,-0.06906811849330895,-0.012482737517824444,0.31921314867216216,0.3235897939937696,-0.10221122731049967,-0.013953718867957085,0.07045587001649399,0.019266802621898782,-0.1464660846229321,0.0014126646714202537,-0.32055971054268506,-0.04519712238218627,-0.3601319357877717,0.028004583743336538,-0.23944804267483216,-0.10595247506566724,-0.14777562138188086,-0.10742066839857208,-0.14787742428268197,0.007767198210543145,20
20,-0.03318457719097968,0.4085392799206309,-0.02322414790705038,-0.061037344110506736,-0.03815144809043059,-0.09773146521368674,-0.09405194014483806,0.04309285468056587,-0.018016894012163005,0.042328568794153254,0.18524130743854222,-0.11945164018887489,-0.0036732780374082834,-0.07271385029261689,-0.5551992862431239,-0.19616047242469598,-0.05208587766161965,-0.12613756435937035,-0.14551043763390786,-0.026107957581968988,-0.006204520251731831,-0.19119396835966973,0.011622602517673643,-0.123526132205234,-0.14206642595600016,0.5304538224954383,-0.009084111795623873,0.028318034400055037,-0.04370162905713473,-0.015701240578730916,0.31633146096222003,0.3080571438987663,-0.09937229133814793,-0.01143987227068774,0.06462641947808945,0.02078333687795772,-0.14270623340596789,0.011429709532525104,-0.3130130986372176,-0.03972017178814986,-0.3569855010657995,0.025673744789922917,-0.24084354213100803,-0.10864534077510812,-0.1573797524452051,-0.0993957545573023,-0.14876915468424534,0.009224909974964925,21
21,-0.03721253137061081,0.42164994723239824,-0.033706920582416526,-0.06390493362530753,-0.042004589936925615,-0.10231261670091356,-0.08498191189354712,0.030134827896578315,-0.01869976286401083,0.038776482830841785,0.1835119111578264,-0.12952288580352905,0.006471494648563159,-0.0716182292911645,-0.5524985198472161,-0.19125563403772322,-0.04737469480596876,-0.1266096622374387,-0.12735113524189348,-0.026180175432501895,-0.005184740015530837,-0.18891829349145617,0.012745982744680341,-0.12319068748182704,-0.14603261660348044,0.6984113137942561,-0.005167726707224478,0.0011005810835980068,8.707428251034793e-05,-0.017444050664929697,0.30615011223868405,0.28608215543801524,-0.09283020597761203,-0.006850812004874564,0.057871078387899615,0.022692959131895507,-0.1387573810900963,0.022115665729685374,-0.30507072451350625,-0.03650127644336193,-0.34249997233133816,0.022463347526356488,-0.24277160952267926,-0.10670424964336761,-0.17404257264101422,-0.0888848483862267,-0.1488297497295436,0.009971205912463057,22
22,-0.04255336157028649,0.4316498725094904,-0.042597751038885946,-0.06520251935236304,-0.04004716218689679,-0.10294749957133459,-0.07375597447935542,0.01135950503774194,-0.019068743802278125,0.035147353912888396,0.18044267865447683,-0.13776582156717476,0.009562477792874356,-0.06587839034754396,-0.5474637767540175,-0.18376435077148495,-0.04248850232788594,-0.11818919183984206,-0.10333707590007322,-0.026248649357457243,-0.006894175854216146,-0.18744598065618995,0.011967303229498703,-0.12234030070292902,-0.15512514542391753,0.8697042178011615,-0.000403207916946844,-0.0388414978677083,0.06690984743964827,-0.015737823161136956,0.29300278974764254,0.2594217828865576,-0.08297321340354631,0.00022497084907308063,0.04953285096098151,0.024863347947952835,-0.13215662190990415,0.034617176504595476,-0.2958578372197914,-0.03843338902698406,-0.321112434110973,0.018015214796057097,-0.24279574080696495,-0.10401610411736012,-0.19994661933311095,-0.07656851730520259,-0.15017139579229133,0.009081413609032224,23
23,-0.0464200311918831,0.4398758163027744,-0.047774009579549206,-0.06515319875477349,-0.029972318497170684,-0.09986155183944574,-0.06098693849778686,-0.0067999429325104055,-0.019546967227687333,0.030914103553667208,0.17558737035144306,-0.14831041477187973,0.007058672562337338,-0.0615526018469894,-0.5410713011258002,-0.1785007817601978,-0.03960089672945398,-0.09576608036104844,-0.0706887609144887,-0.025577186571968474,-0.010518358312062232,-0.19047591863087276,0.010692298595505537,-0.12135836844082827,-0.1655394209756827,1.0423957564823012,0.004109337357034504,-0.0828897328439549,0.15428395653694216,-0.010676608550932463,0.2825287178671973,0.23018681712957784,-0.0726491728536849,0.008551217404352003,0.038712771869785285,0.025471375590426504,-0.12437797438564782,0.04844907630429991,-0.28537293028735344,-0.04119124940325736,-0.3013657684482416,0.015501965165496095,-0.240845984392147,-0.10306807702035792,-0.2306607667730896,-0.06626735621584026,-0.1535933595517256,0.007606411658812966,24
24,-0.0480591439228965,0.4460667117318847,-0.04956288713760734,-0.06673780761468359,-0.014002853537069131,-0.09391748503205828,-0.04769162431366164,-0.019057968762771285,-0.020557511720408955,0.02826241484789005,0.1701058724062598,-0.16081269036916246,0.00010648447151202431,-0.06111952398178713,-0.5350494344356025,-0.17667647564723543,-0.037260320240868144,-0.06474055598466798,-0.03028911567183709,-0.023478085907331775,-0.015437400467103145,-0.19496712165314437,0.009615615820640348,-0.12001546569493353,-0.17060158642669426,1.2128779856382257,0.007365792173299898,-0.1252833874755208,0.25588129926438663,-0.0032859995419281807,0.2748731476819759,0.19940782138641744,-0.06423818207364525,0.016892327737537474,0.026118351919881447,0.025125612805222797,-0.11503832770147893,0.06461885492828918,-0.2739459822759271,-0.04147845484619647,-0.2899600776707251,0.01600255846800784,-0.23914214642696358,-0.1039702183880723,-0.25195982692340213,-0.06175002614156264,-0.15702322233477212,0.007587595936391564,25
25,-0.04709469819500352,0.45054698862405906,-0.04979419159534706,-0.06891944242916018,0.0015678440023687568,-0.08811961115278152,-0.035800443632133055,-0.02375136186409192,-0.02136714305387165,0.029204670250933873,0.16683547688605854,-0.1723405412042316,-0.01082476173859933,-0.06341489535829622,-0.5299917368942142,-0.17674394131259227,-0.03415439861043356,-0.041242783476875926,0.015603515251845224,-0.021267680865207972,-0.021269596617731867,-0.19656001365811018,0.008223163682467192,-0.11868835709734044,-0.16470956747170418,1.3746724783236905,0.008495939628212455,-0.16264925413267184,0.36177110319682876,0.003397601188564879,0.26823580400215746,0.16877813848104523,-0.06053588174556228,0.023578747675706516,0.014676506072821536,0.02519760332857085,-0.10167354743355292,0.08338314033612376,-0.26157380678029435,-0.038411048645409084,-0.28848995879334144,0.017947779070787512,-0.24011071216797147,-0.10534923619426001,-0.24839965888715582,-0.06320951508319803,-0.15697980289425612,0.008366818556964545,26
26,-0.04412826266008154,0.45562843813073917,-0.04986952777475591,-0.06707967001773515,0.010368976668947691,-0.08643996329463555,-0.02599725122337193,-0.02391647689422252,-0.02372542936792351,0.034113571724149236,0.17061302781340343,-0.18142256145299734,-0.024723214689879508,-0.06746800229866637,-0.5238946048913549,-0.1735169245483935,-0.03121138424289659,-0.03609777270288256,0.0661546057537184,-0.020591979908361327,-0.027913321792343813,-0.1903416892309492,0.007767005485880857,-0.1191517186359745,-0.15198382349628087,1.5200079052883002,0.005744806879955433,-0.1918971069985017,0.4586904456419376,0.008697848379925023,0.2629571745829135,0.13889167167990885,-0.06401321285506506,0.028221507982308002,0.007299571097204582,0.0242814460822785,-0.08272182733839309,0.10201656164441417,-0.24960969383995416,-0.03245470980141944,-0.29272777052131016,0.021599230354849952,-0.2413395396841671,-0.1047185513583187,-0.21369357611130418,-0.06604963991133042,-0.1541817459585592,0.00664981890821157,27
27,-0.04003723585415777,0.4642662620355379,-0.04762521969828943,-0.060761119817658346,0.008549371777964616,-0.09055216105443062,-0.017981549622485493,-0.024329572107639003,-0.027694668586017865,0.04354695845126336,0.18287988043239511,-0.18704433360670614,-0.03697631717761061,-0.06926997826106082,-0.5160592950338025,-0.1638401417440054,-0.029577392199642435,-0.042915580599650255,0.12188543561267545,-0.01948306130395641,-0.03319860304405263,-0.1735265578950803,0.009591237541005937,-0.11999178808006782,-0.1421426444678423,1.6375028064568755,-0.0009730890666848624,-0.2101942568062325,0.5386056572557313,0.012548586702212969,0.2619282596879606,0.11191908076863097,-0.07381493724750447,0.03080268966249577,0.0035224271329801424,0.021762977065884065,-0.059083017977582336,0.12043723947961052,-0.23834187978698748,-0.02873097211195688,-0.29904847191644124,0.02512984936536357,-0.23973866575702293,-0.10226882812122526,-0.1442726100926126,-0.06748439629173075,-0.15243773153670026,0.00390498863378419,28
28,-0.03456501604501838,0.47709152522742326,-0.04193097745142205,-0.05427059996451304,-0.0004460388403588547,-0.09824955688888284,-0.012658554278742906,-0.026506615843528217,-0.030086871236969348,0.05810908790955975,0.19757477968692005,-0.18874089848252906,-0.04242755415839988,-0.06672200299105877,-0.5068480047431869,-0.15030400265841481,-0.029737774349098363,-0.04862261177009281,0.1830620284424686,-0.016497742584731065,-0.0357158730583994,-0.15055219751276075,0.012231894766063844,-0.11927667593371521,-0.13872916276185943,1.7143507119457368,-0.009980331873817874,-0.21637037103526313,0.5999265406460585,0.011427117345902488,0.2686042944298939,0.08945033096760038,-0.08723498261508474,0.031086181671391457,0.002120003383147287,0.019451117185144084,-0.03268563835772231,0.1379882877442382,-0.22823053062692272,-0.028958731894479298,-0.30725826009450585,0.02459023202789401,-0.23808751709873058,-0.10041602610053085,-0.03250639944330727,-0.0687685436726295,-0.1528661930474165,0.0025996975942126632,29
